,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,agegroup,hoursgroup,nativecountry,income
14635,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,10 - 19,30 - 39,United-States,<=50K
14636,Self-emp-inc,HS-grad,9,Separated,Sales,Unmarried,White,Female,20 - 29,20 - 29,Honduras,<=50K
14637,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,Other,Male,30 - 39,50 - 59,Mexico,<=50K
14638,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
14639,Private,12th,8,Married-spouse-absent,Other-service,Own-child,Other,Female,10 - 19,20 - 29,United-States,<=50K
14640,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,20 - 29,50 - 59,United-States,<=50K
14641,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,60 - 69,United-States,>50K
14642,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
14643,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
14644,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
14645,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
14646,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14647,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,20 - 29,30 - 39,United-States,<=50K
14648,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14650,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
14651,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14652,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
14653,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
14654,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
14655,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
14656,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20 - 29,60 - 69,United-States,>50K
14657,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,20 - 29,40 - 49,United-States,>50K
14658,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14660,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,20 - 29,40 - 49,United-States,<=50K
14661,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,30 - 39,40 - 49,United-States,<=50K
14662,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,20 - 29,50 - 59,United-States,<=50K
14663,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,60 - 69,40 - 49,United-States,<=50K
14664,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14665,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
14666,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,60 - 69,United-States,<=50K
14667,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
14668,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,20 - 29,40 - 49,United-States,<=50K
14669,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,40 - 49,50 - 59,United-States,<=50K
14670,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,40 - 49,40 - 49,United-States,<=50K
14671,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
14672,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
14673,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
14674,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14675,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,20 - 29,30 - 39,United-States,<=50K
14676,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14677,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
14678,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14679,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
14680,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,20 - 29,50 - 59,United-States,>50K
14681,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
14682,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,50 - 59,60 - 69,United-States,>50K
14683,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,10 - 19,40 - 49,United-States,<=50K
14684,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,40 - 49,30 - 39,United-States,<=50K
14685,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
14686,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14687,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14688,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
14689,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
14690,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
14691,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,30 - 39,United-States,<=50K
14692,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,20 - 29,40 - 49,Italy,<=50K
14695,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
14696,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14697,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
14698,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
14699,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
14700,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,20 - 29,0 - 9,United-States,<=50K
14701,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
14702,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60 - 69,40 - 49,Columbia,<=50K
14703,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
14704,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,30 - 39,40 - 49,United-States,<=50K
14705,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
14706,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,20 - 29,30 - 39,United-States,>50K
14707,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,40 - 49,20 - 29,United-States,<=50K
14708,Local-gov,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,40 - 49,40 - 49,Yugoslavia,>50K
14709,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
14710,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,60 - 69,United-States,>50K
14711,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14712,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
14713,Private,9th,5,Married-spouse-absent,Other-service,Other-relative,White,Male,20 - 29,30 - 39,Mexico,<=50K
14714,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14715,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
14716,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
14717,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
14718,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,30 - 39,40 - 49,United-States,<=50K
14719,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,20 - 29,80 - 89,United-States,<=50K
14720,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14721,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14722,Self-emp-not-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14723,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60 - 69,60 - 69,United-States,>50K
14724,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40 - 49,40 - 49,United-States,<=50K
14725,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,30 - 39,40 - 49,United-States,<=50K
14726,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,30 - 39,40 - 49,United-States,>50K
14727,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,40 - 49,40 - 49,United-States,>50K
14728,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14729,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20 - 29,20 - 29,United-States,<=50K
14730,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
14731,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
14732,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60 - 69,40 - 49,United-States,<=50K
14733,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
14734,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,50 - 59,United-States,>50K
14735,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Female,40 - 49,40 - 49,Cuba,<=50K
14736,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14738,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
14739,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,30 - 39,United-States,<=50K
14740,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
14741,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
14742,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,30 - 39,60 - 69,United-States,<=50K
14743,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,10 - 19,40 - 49,United-States,<=50K
14744,Private,Assoc-acdm,12,Never-married,Sales,Unmarried,Black,Female,30 - 39,40 - 49,United-States,<=50K
14745,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
14746,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
14748,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14749,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
14750,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
14751,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14752,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14753,Self-emp-not-inc,Some-college,10,Widowed,Other-service,Unmarried,White,Female,40 - 49,30 - 39,United-States,<=50K
14755,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40 - 49,30 - 39,United-States,<=50K
14756,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,50 - 59,30 - 39,United-States,<=50K
14757,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50 - 59,40 - 49,Philippines,<=50K
14758,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60 - 69,40 - 49,United-States,>50K
14759,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40 - 49,40 - 49,United-States,>50K
14760,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
14761,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
14762,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,20 - 29,30 - 39,United-States,<=50K
14763,Private,11th,7,Separated,Other-service,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
14764,Private,Assoc-voc,11,Never-married,Priv-house-serv,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
14765,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
14766,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,50 - 59,30 - 39,United-States,<=50K
14767,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60 - 69,40 - 49,Philippines,<=50K
14768,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20 - 29,60 - 69,United-States,<=50K
14769,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14770,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,60 - 69,30 - 39,United-States,<=50K
14771,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,40 - 49,30 - 39,United-States,<=50K
14772,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
14773,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,20 - 29,30 - 39,United-States,<=50K
14774,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
14775,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14776,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
14777,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50 - 59,50 - 59,United-States,>50K
14778,Private,HS-grad,9,Divorced,Other-service,Other-relative,Black,Male,50 - 59,30 - 39,Haiti,<=50K
14779,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
14780,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
14781,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Male,30 - 39,60 - 69,United-States,<=50K
14782,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
14783,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
14784,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20 - 29,40 - 49,United-States,>50K
14785,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,10 - 19,40 - 49,United-States,<=50K
14786,Private,9th,5,Divorced,Prof-specialty,Not-in-family,Black,Female,20 - 29,40 - 49,United-States,<=50K
14788,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,40 - 49,20 - 29,United-States,<=50K
14789,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,30 - 39,40 - 49,United-States,<=50K
14790,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,20 - 29,10 - 19,United-States,<=50K
14791,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,30 - 39,40 - 49,United-States,<=50K
14792,Private,10th,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,50 - 59,40 - 49,United-States,<=50K
14793,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
14794,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,80 - 89,United-States,<=50K
14795,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
14796,Private,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,40 - 49,40 - 49,El-Salvador,<=50K
14797,Private,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,60 - 69,40 - 49,Germany,<=50K
14798,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,20 - 29,40 - 49,United-States,<=50K
14799,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,60 - 69,70 - 79,United-States,>50K
14800,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50 - 59,90 - 99,South,<=50K
14801,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,20 - 29,40 - 49,United-States,<=50K
14803,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
14804,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40 - 49,30 - 39,United-States,<=50K
14805,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14806,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
14807,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
14808,State-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
14809,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
14810,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,40 - 49,30 - 39,United-States,<=50K
14811,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,60 - 69,40 - 49,United-States,<=50K
